,Symbol,Description,Category,UniProt ID,GIFtS,GC id,Score
13466,ANO2,Anoctamin 2,Protein Coding,Q9NQ90,45,GC12M005977,5.75
13467,TMEM40,Transmembrane Protein 40,Protein Coding,Q8WWA1,37,GC03M012733,5.75
13468,TEX10,Testis Expressed 10,Protein Coding,Q9NXF1,41,GC09M100302,5.75
13469,ZER1,Zyg-11 Related Cell Cycle Regulator,Protein Coding,Q7Z7L7,40,GC09M128729,5.75
13470,LRRC7,Leucine Rich Repeat Containing 7,Protein Coding,Q96NW7,45,GC01P069567,5.75
13471,DMTF1,Cyclin D Binding Myb Like Transcription Factor 1,Protein Coding,Q9Y222,41,GC07P087157,5.75
13472,SPATA13,Spermatogenesis Associated 13,Protein Coding,Q96N96,45,GC13P024057,5.75
13473,PROK2,Prokineticin 2,Protein Coding,Q9HC23,49,GC03M071771,5.75
13474,ZDHHC14,Zinc Finger DHHC-Type Palmitoyltransferase 14,Protein Coding,Q8IZN3,43,GC06P157381,5.75
13475,KIAA1217,KIAA1217,Protein Coding,Q5T5P2,43,GC10P023695,5.75
13476,MLNR,Motilin Receptor,Protein Coding,O43193,48,GC13P049220,5.76
13477,ADCK5,AarF Domain Containing Kinase 5,Protein Coding,Q3MIX3,40,GC08P145597,5.76
13478,FAM172A,Family With Sequence Similarity 172 Member A,Protein Coding,Q8WUF8,43,GC05M093617,5.76
13479,ZNF704,Zinc Finger Protein 704,Protein Coding,Q6ZNC4,38,GC08M080628,5.76
13480,ELMOD3,ELMO Domain Containing 3,Protein Coding,Q96FG2,43,GC02P085354,5.76
13481,MBD3L3,Methyl-CpG Binding Domain Protein 3 Like 3,Protein Coding,A6NE82,29,GC19M009541,5.76
13482,THBS3,Thrombospondin 3,Protein Coding,P49746,47,GC01M155195,5.76
13483,CA1,Carbonic Anhydrase 1,Protein Coding,P00915,53,GC08M085327,5.76
13484,ATAD5,ATPase Family AAA Domain Containing 5,Protein Coding,Q96QE3,42,GC17P076462,5.76
13485,SV2B,Synaptic Vesicle Glycoprotein 2B,Protein Coding,Q7L1I2,45,GC15P091099,5.76
13486,EMX2,Empty Spiracles Homeobox 2,Protein Coding,Q04743,51,GC10P117542,5.76
13487,COX10,Cytochrome C Oxidase Assembly Factor Heme A:Farnesyltransferase COX10,Protein Coding,Q12887,50,GC17P014069,5.76
13488,CFAP210,Cilia And Flagella Associated Protein 210,Protein Coding,Q0VFZ6,36,GC02M169646,5.76
13489,TCF7,Transcription Factor 7,Protein Coding,P36402,49,GC05P134115,5.76
13490,MCAM,Melanoma Cell Adhesion Molecule,Protein Coding,P43121,48,GC11M119308,5.76
13491,RIN3,Ras And Rab Interactor 3,Protein Coding,Q8TB24,45,GC14P092513,5.76
13492,IL12RB2,Interleukin 12 Receptor Subunit Beta 2,Protein Coding,Q99665,50,GC01P067307,5.76
13493,ZNF385D,Zinc Finger Protein 385D,Protein Coding,Q9H6B1,40,GC03M021412,5.76
13494,ST3GAL2,"ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 2",Protein Coding,Q16842,46,GC16M070375,5.76
13495,NTNG1,Netrin G1,Protein Coding,Q9Y2I2,49,GC01P107140,5.76
13496,KANSL3,KAT8 Regulatory NSL Complex Subunit 3,Protein Coding,Q9P2N6,44,GC02M099655,5.76
13497,ENSG00000268434,Novel Protein,Protein Coding,,9,GC19M045779,5.76
13498,PDE4B,Phosphodiesterase 4B,Protein Coding,Q07343,51,GC01P065792,5.76
13499,BTBD10,BTB Domain Containing 10,Protein Coding,Q9BSF8,43,GC11M013387,5.76
13500,TMTC1,Transmembrane O-Mannosyltransferase Targeting Cadherins 1,Protein Coding,Q8IUR5,45,GC12M029500,5.76
13501,ZNF761,Zinc Finger Protein 761,Protein Coding,Q86XN6,33,GC19P053431,5.76
13502,ATP5MC3,ATP Synthase Membrane Subunit C Locus 3,Protein Coding,P48201,48,GC02M175180,5.77
13503,EOMES,Eomesodermin,Protein Coding,O95936,50,GC03M027715,5.77
13504,EBAG9,Estrogen Receptor Binding Site Associated Antigen 9,Protein Coding,O00559,43,GC08P109536,5.77
13505,NKD2,NKD Inhibitor Of WNT Signaling Pathway 2,Protein Coding,Q969F2,41,GC05P001008,5.77
13506,WDR24,WD Repeat Domain 24,Protein Coding,Q96S15,38,GC16M010373,5.77
13507,AFM,Afamin,Protein Coding,P43652,46,GC04P073481,5.77
13508,MTERF1,Mitochondrial Transcription Termination Factor 1,Protein Coding,Q99551,41,GC07M091692,5.77
13509,ZZZ3,Zinc Finger ZZ-Type Containing 3,Protein Coding,Q8IYH5,43,GC01M077562,5.77
13510,RSC1A1,Regulator Of Solute Carriers 1,Protein Coding,Q92681,40,GC01P015947,5.77
13511,FASTK,Fas Activated Serine/Threonine Kinase,Protein Coding,Q14296,43,GC07M151077,5.77
13512,ENPEP,Glutamyl Aminopeptidase,Protein Coding,Q07075,53,GC04P110365,5.77
13513,MSH4,MutS Homolog 4,Protein Coding,O15457,45,GC01P075796,5.77
13514,NLRC5,NLR Family CARD Domain Containing 5,Protein Coding,Q86WI3,46,GC16P057317,5.77
13515,CYP3A7,Cytochrome P450 Family 3 Subfamily A Member 7,Protein Coding,P24462,47,GC07M099705,5.77
13516,CITED1,Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 1,Protein Coding,Q99966,45,GC0XM072301,5.77
13517,ASB15,Ankyrin Repeat And SOCS Box Containing 15,Protein Coding,Q8WXK1,39,GC07P123567,5.78
13518,TMEM86B,Transmembrane Protein 86B,Protein Coding,Q8N661,40,GC19M055226,5.78
13519,TGM6,Transglutaminase 6,Protein Coding,O95932,45,GC20P002380,5.78
13520,TBC1D9B,TBC1 Domain Family Member 9B,Protein Coding,Q66K14,40,GC05M179862,5.78
13521,SLC22A3,Solute Carrier Family 22 Member 3,Protein Coding,O75751,51,GC06P160348,5.78
13522,SCN1B,Sodium Voltage-Gated Channel Beta Subunit 1,Protein Coding,Q07699,53,GC19P035030,5.78
13523,IGSF1,Immunoglobulin Superfamily Member 1,Protein Coding,Q8N6C5,48,GC0XM131273,5.78
13524,RBMXL2,RBMX Like 2,Protein Coding,O75526,39,GC11P007089,5.78
13525,WDR59,WD Repeat Domain 59,Protein Coding,Q6PJI9,44,GC16M074871,5.78
13526,UNK,Unk Zinc Finger,Protein Coding,Q9C0B0,44,GC17P075784,5.78
13527,TPCN2,Two Pore Segment Channel 2,Protein Coding,Q8NHX9,46,GC11P073134,5.78
13528,SDHAF4,Succinate Dehydrogenase Complex Assembly Factor 4,Protein Coding,Q5VUM1,38,GC06P070566,5.78
13529,SMIM19,Small Integral Membrane Protein 19,Protein Coding,Q96E16,38,GC08P042541,5.78
13530,SLC27A3,Solute Carrier Family 27 Member 3,Protein Coding,Q5K4L6,46,GC01P154859,5.78
13531,TNK1,Tyrosine Kinase Non Receptor 1,Protein Coding,Q13470,48,GC17P007380,5.78
13532,PROCA1,Protein Interacting With Cyclin A1,Protein Coding,Q8NCQ7,36,GC17M028703,5.78
13533,PRELID1,PRELI Domain Containing 1,Protein Coding,Q9Y255,43,GC05P179188,5.78
13534,CFAP276,Cilia And Flagella Associated Protein 276,Protein Coding,Q5T5A4,36,GC01M109143,5.78
13535,PRIM2,DNA Primase Subunit 2,Protein Coding,P49643,48,GC06P104469,5.78
13536,CACTIN,"Cactin, Spliceosome C Complex Subunit",Protein Coding,Q8WUQ7,39,GC19M003610,5.78
13537,RRP15,Ribosomal RNA Processing 15 Homolog,Protein Coding,Q9Y3B9,41,GC01P218285,5.78
13538,GGH,Gamma-Glutamyl Hydrolase,Protein Coding,Q92820,50,GC08M063014,5.78
13539,ZDHHC11,Zinc Finger DHHC-Type Containing 11,Protein Coding,Q9H8X9,40,GC05M000795,5.78
13540,TMEM132E,Transmembrane Protein 132E,Protein Coding,Q6IEE7,45,GC17P077364,5.79
13541,ABHD17C,"Abhydrolase Domain Containing 17C, Depalmitoylase",Protein Coding,Q6PCB6,39,GC15P080679,5.79
13542,HPN,Hepsin,Protein Coding,P05981,51,GC19P035040,5.79
13543,IGIP,IgA Inducing Protein,Protein Coding,A6NJ69,34,GC05P140125,5.79
13544,CPD,Carboxypeptidase D,Protein Coding,O75976,49,GC17P030378,5.79
13545,ZNF699,Zinc Finger Protein 699,Protein Coding,Q32M78,42,GC19M009311,5.79
13546,MYLK3,Myosin Light Chain Kinase 3,Protein Coding,Q32MK0,48,GC16M047143,5.79
13547,SLC8A2,Solute Carrier Family 8 Member A2,Protein Coding,Q9UPR5,48,GC19M047428,5.79
13548,PSRC1,Proline And Serine Rich Coiled-Coil 1,Protein Coding,Q6PGN9,45,GC01M109279,5.79
13549,SHROOM2,Shroom Family Member 2,Protein Coding,Q13796,44,GC0XP009786,5.79
13550,IFNA13,Interferon Alpha 13,Protein Coding,P01562,40,GC09M021367,5.79
13551,CD320,CD320 Molecule,Protein Coding,Q9NPF0,46,GC19M008302,5.79
13552,ZNF845,Zinc Finger Protein 845,Protein Coding,Q96IR2,37,GC19P053333,5.79
13553,NPIPB4,Nuclear Pore Complex Interacting Protein Family Member B4,Protein Coding,C9JG80,24,GC16M024048,5.79
13554,CFAP77,Cilia And Flagella Associated Protein 77,Protein Coding,Q6ZQR2,35,GC09P132604,5.79
13555,SLF1,SMC5-SMC6 Complex Localization Factor 1,Protein Coding,Q9BQI6,41,GC05P094751,5.79
13556,EBF1,EBF Transcription Factor 1,Protein Coding,Q9UH73,47,GC05M158695,5.79
13557,CHST15,Carbohydrate Sulfotransferase 15,Protein Coding,Q7LFX5,48,GC10M124036,5.79
13558,TSHB,Thyroid Stimulating Hormone Subunit Beta,Protein Coding,P01222,49,GC01P115029,5.79
13559,KLK5,Kallikrein Related Peptidase 5,Protein Coding,Q9Y337,48,GC19M050943,5.79
13560,STYXL1,Serine/Threonine/Tyrosine Interacting Like 1,Protein Coding,Q9Y6J8,40,GC07M075996,5.79
13561,ATP11A,ATPase Phospholipid Transporting 11A,Protein Coding,P98196,49,GC13P112690,5.79
13562,MREG,Melanoregulin,Protein Coding,Q8N565,41,GC02M215990,5.79
13563,MMEL1,Membrane Metalloendopeptidase Like 1,Protein Coding,Q495T6,45,GC01M002590,5.79
13564,LSG1,Large 60S Subunit Nuclear Export GTPase 1,Protein Coding,Q9H089,42,GC03M194640,5.8
13565,ABHD17B,"Abhydrolase Domain Containing 17B, Depalmitoylase",Protein Coding,Q5VST6,39,GC09M071862,5.8
13566,RNF113B,Ring Finger Protein 113B,Protein Coding,Q8IZP6,37,GC13M098175,5.8
13567,CSH1,Chorionic Somatomammotropin Hormone 1,Protein Coding,P0DML2,43,GC17M063894,5.8
13568,RSPRY1,Ring Finger And SPRY Domain Containing 1,Protein Coding,Q96DX4,44,GC16P057327,5.8
13569,LHX1,LIM Homeobox 1,Protein Coding,P48742,47,GC17P077600,5.8
13570,ATP1A3,ATPase Na+/K+ Transporting Subunit Alpha 3,Protein Coding,P13637,55,GC19M041966,5.8
13571,HAUS7,HAUS Augmin Like Complex Subunit 7,Protein Coding,Q99871,41,GC0XM153447,5.8
13572,NSL1,NSL1 Component Of MIS12 Kinetochore Complex,Protein Coding,Q96IY1,44,GC01M212726,5.8
13573,G6PC2,Glucose-6-Phosphatase Catalytic Subunit 2,Protein Coding,Q9NQR9,45,GC02P168901,5.8
13574,GLRX2,Glutaredoxin 2,Protein Coding,Q9NS18,44,GC01M193065,5.8
13575,SLC9A6,Solute Carrier Family 9 Member A6,Protein Coding,Q92581,53,GC0XP135985,5.8
13576,IRF6,Interferon Regulatory Factor 6,Protein Coding,O14896,49,GC01M209785,5.8
13577,SEZ6L2,Seizure Related 6 Homolog Like 2,Protein Coding,Q6UXD5,46,GC16M040820,5.8
13578,FCRL2,Fc Receptor Like 2,Protein Coding,Q96LA5,45,GC01M157745,5.8
13579,TSPY10,Testis Specific Protein Y-Linked 10,Protein Coding,P0CW01,22,GC0YP009527,5.8
13580,KRTAP20-1,Keratin Associated Protein 20-1,Protein Coding,Q3LI63,26,GC21P030616,5.8
13581,CCL17,C-C Motif Chemokine Ligand 17,Protein Coding,Q92583,46,GC16P057439,5.8
13582,ATP6V0A4,ATPase H+ Transporting V0 Subunit A4,Protein Coding,Q9HBG4,50,GC07M138724,5.8
13583,LRRC47,Leucine Rich Repeat Containing 47,Protein Coding,Q8N1G4,36,GC01M003778,5.8
13584,MINAR1,Membrane Integral NOTCH2 Associated Receptor 1,Protein Coding,Q9UPX6,34,GC15P132916,5.8
13585,ZNF726,Zinc Finger Protein 726,Protein Coding,A6NNF4,29,GC19P023914,5.8
13586,DHX29,DExH-Box Helicase 29,Protein Coding,Q7Z478,46,GC05M055256,5.8
13587,CHSY1,Chondroitin Sulfate Synthase 1,Protein Coding,Q86X52,49,GC15M101175,5.8
13588,NPBWR2,Neuropeptides B And W Receptor 2,Protein Coding,P48146,38,GC20M064105,5.8
13589,LUM,Lumican,Protein Coding,P51884,48,GC12M091102,5.8
13590,OMA1,OMA1 Zinc Metallopeptidase,Protein Coding,Q96E52,42,GC01M058415,5.8
13591,MIPEP,Mitochondrial Intermediate Peptidase,Protein Coding,Q99797,48,GC13M023730,5.81
13592,GRIN3B,Glutamate Ionotropic Receptor NMDA Type Subunit 3B,Protein Coding,O60391,49,GC19P001000,5.81
13593,CMKLR2,Chemerin Chemokine-Like Receptor 2,Protein Coding,P46091,44,GC02M206176,5.81
13594,EPS8L1,EPS8 Like 1,Protein Coding,Q8TE68,44,GC19P083923,5.81
13595,VARS2,"Valyl-TRNA Synthetase 2, Mitochondrial",Protein Coding,Q5ST30,48,GC06P104083,5.81
13596,HSBP1L1,Heat Shock Factor Binding Protein 1 Like 1,Protein Coding,C9JCN9,33,GC18P079964,5.81
13597,HSFY1,Heat Shock Transcription Factor Y-Linked 1,Protein Coding,Q96LI6,33,GC0YP018532,5.81
13598,ARR3,Arrestin 3,Protein Coding,P36575,48,GC0XP070269,5.81
13599,ZNF568,Zinc Finger Protein 568,Protein Coding,Q3ZCX4,38,GC19P036916,5.81
13600,LIPG,"Lipase G, Endothelial Type",Protein Coding,Q9Y5X9,48,GC18P049560,5.81
13601,SUPT7L,"SPT7 Like, STAGA Complex Subunit Gamma",Protein Coding,O94864,38,GC02M028529,5.81
13602,VEGFB,Vascular Endothelial Growth Factor B,Protein Coding,P49765,50,GC11P064234,5.81
13603,ATP6V1B1,ATPase H+ Transporting V1 Subunit B1,Protein Coding,P15313,52,GC02P070935,5.81
13604,CYBC1,Cytochrome B-245 Chaperone 1,Protein Coding,Q9BQA9,41,GC17M082443,5.81
13605,ILVBL,IlvB Acetolactate Synthase Like,Protein Coding,A1L0T0,45,GC19M015582,5.81
13606,ARL4D,ADP Ribosylation Factor Like GTPase 4D,Protein Coding,P49703,40,GC17P043398,5.81
13607,LOC102724159,Periodic Tryptophan Protein 2 Homolog,Protein Coding,,8,GC21M005130,5.81
13608,HEPH,Hephaestin,Protein Coding,Q9BQS7,47,GC0XP066162,5.81
13609,ACR,Acrosin,Protein Coding,P10323,45,GC22P050738,5.81
13610,IER5,Immediate Early Response 5,Protein Coding,Q5VY09,39,GC01P181088,5.82
13611,SMCO1,Single-Pass Membrane Protein With Coiled-Coil Domains 1,Protein Coding,Q147U7,36,GC03M196506,5.82
13612,A4GALT,"Alpha 1,4-Galactosyltransferase (P Blood Group)",Protein Coding,Q9NPC4,49,GC22M042692,5.82
13613,CTIF,Cap Binding Complex Dependent Translation Initiation Factor,Protein Coding,O43310,41,GC18P048539,5.82
13614,LBH,LBH Regulator Of WNT Signaling Pathway,Protein Coding,Q53QV2,40,GC02P030231,5.82
13615,DIRAS3,DIRAS Family GTPase 3,Protein Coding,O95661,38,GC01M068045,5.82
13616,SS18L1,SS18L1 Subunit Of BAF Chromatin Remodeling Complex,Protein Coding,O75177,45,GC20P062143,5.82
13617,SELENOP,Selenoprotein P,Protein Coding,P49908,42,GC05M042800,5.82
13618,SYNDIG1,Synapse Differentiation Inducing 1,Protein Coding,Q9H7V2,40,GC20P024469,5.82
13619,PYGB,Glycogen Phosphorylase B,Protein Coding,P11216,49,GC20P025248,5.82
13620,ZNHIT6,Zinc Finger HIT-Type Containing 6,Protein Coding,Q9NWK9,44,GC01M085649,5.82
13621,STBD1,Starch Binding Domain 1,Protein Coding,O95210,41,GC04P076306,5.82
13622,CSTPP1,Centriolar Satellite-Associated Tubulin Polyglutamylase Complex Regulator 1,Protein Coding,Q9H6J7,37,GC11P046974,5.82
13623,ATP23,ATP23 Metallopeptidase And ATP Synthase Assembly Factor Homolog,Protein Coding,Q9Y6H3,41,GC12P058234,5.82
13624,DSN1,DSN1 Component Of MIS12 Kinetochore Complex,Protein Coding,Q9H410,43,GC20M036751,5.82
13625,CHST4,Carbohydrate Sulfotransferase 4,Protein Coding,Q8NCG5,44,GC16P073271,5.83
13626,UTP18,UTP18 Small Subunit Processome Component,Protein Coding,Q9Y5J1,42,GC17P051260,5.83
13627,FRS3,Fibroblast Growth Factor Receptor Substrate 3,Protein Coding,O43559,41,GC06M081129,5.83
13628,ATP1B3,ATPase Na+/K+ Transporting Subunit Beta 3,Protein Coding,P54709,49,GC03P141876,5.83
13629,ELOVL5,ELOVL Fatty Acid Elongase 5,Protein Coding,Q9NYP7,50,GC06M053267,5.83
13630,H2BC18,H2B Clustered Histone 18,Protein Coding,Q5QNW6,39,GC01M155812,5.83
13631,GFM2,GTP Dependent Ribosome Recycling Factor Mitochondrial 2,Protein Coding,Q969S9,47,GC05M074721,5.83
13632,SLCO2B1,Solute Carrier Organic Anion Transporter Family Member 2B1,Protein Coding,O94956,50,GC11P079379,5.83
13633,TEKTIP1,Tektin Bundle Interacting Protein 1,Protein Coding,A6NCJ1,29,GC19P006111,5.83
13634,CTNNA2,Catenin Alpha 2,Protein Coding,P26232,49,GC02P079185,5.83
13635,NTM,Neurotrimin,Protein Coding,Q9P121,48,GC11P131370,5.83
13636,TPTE,Transmembrane Phosphatase With Tensin Homology,Protein Coding,P56180,43,GC21P010521,5.83
13637,SOCS4,Suppressor Of Cytokine Signaling 4,Protein Coding,Q8WXH5,42,GC14P055027,5.83
13638,GON4L,Gon-4 Like,Protein Coding,Q3T8J9,42,GC01M155785,5.83
13639,TRMT61B,TRNA Methyltransferase 61B,Protein Coding,Q9BVS5,40,GC02M028849,5.83
13640,KHNYN,KH And NYN Domain Containing,Protein Coding,O15037,41,GC14P038468,5.83
13641,RBFOX3,RNA Binding Fox-1 Homolog 3,Protein Coding,A6NFN3,44,GC17M079089,5.83
13642,GCNT2,Glucosaminyl (N-Acetyl) Transferase 2 (I Blood Group),Protein Coding,Q8N0V5,50,GC06P010492,5.83
13643,HILPDA,Hypoxia Inducible Lipid Droplet Associated,Protein Coding,Q9Y5L2,41,GC07P133409,5.83
13644,ZNF831,Zinc Finger Protein 831,Protein Coding,Q5JPB2,38,GC20P059126,5.83
13645,YRDC,YrdC N6-Threonylcarbamoyltransferase Domain Containing,Protein Coding,Q86U90,41,GC01M037802,5.83
13646,GPD2,Glycerol-3-Phosphate Dehydrogenase 2,Protein Coding,P43304,53,GC02P156401,5.83
13647,H6PD,Hexose-6-Phosphate Dehydrogenase/Glucose 1-Dehydrogenase,Protein Coding,O95479,50,GC01P009234,5.84
13648,CNN1,Calponin 1,Protein Coding,P51911,46,GC19P082554,5.84
13649,MAGEL2,MAGE Family Member L2,Protein Coding,Q9UJ55,44,GC15M023643,5.84
13650,PRPF38A,Pre-MRNA Processing Factor 38A,Protein Coding,Q8NAV1,42,GC01P052404,5.84
13651,PHKA1,Phosphorylase Kinase Regulatory Subunit Alpha 1,Protein Coding,P46020,49,GC0XM072578,5.84
13652,ARMT1,Acidic Residue Methyltransferase 1,Protein Coding,Q9H993,40,GC06P151452,5.84
13653,DUSP15,Dual Specificity Phosphatase 15,Protein Coding,Q9H1R2,42,GC20M031848,5.84
13654,COQ6,"Coenzyme Q6, Monooxygenase",Protein Coding,Q9Y2Z9,50,GC14P073949,5.84
13655,MDGA1,MAM Domain Containing Glycosylphosphatidylinositol Anchor 1,Protein Coding,Q8NFP4,45,GC06M081072,5.84
13656,GNPAT,Glyceronephosphate O-Acyltransferase,Protein Coding,O15228,52,GC01P231241,5.84
13657,CDK5R2,Cyclin Dependent Kinase 5 Regulatory Subunit 2,Protein Coding,Q13319,47,GC02P218959,5.84
13658,REC114,REC114 Meiotic Recombination Protein,Protein Coding,Q7Z4M0,37,GC15P073443,5.84
13659,PEX5L,Peroxisomal Biogenesis Factor 5 Like,Protein Coding,Q8IYB4,42,GC03M179794,5.84
13660,YIPF4,Yip1 Domain Family Member 4,Protein Coding,Q9BSR8,38,GC02P032692,5.84
13661,QRSL1,Glutaminyl-TRNA Amidotransferase Subunit QRSL1,Protein Coding,Q9H0R6,48,GC06P106629,5.84
13662,VCY,Variable Charge Y-Linked,Protein Coding,O14598,29,GC0YM013986,5.84
13663,BMF,Bcl2 Modifying Factor,Protein Coding,Q96LC9,44,GC15M040087,5.84
13664,CDAN1,Codanin 1,Protein Coding,Q8IWY9,45,GC15M042723,5.84
13665,ATF5,Activating Transcription Factor 5,Protein Coding,Q9Y2D1,43,GC19P083679,5.84
13666,C2CD3,C2 Domain Containing 3 Centriole Elongation Regulator,Protein Coding,Q4AC94,46,GC11M074012,5.84
13667,ZNF839,Zinc Finger Protein 839,Protein Coding,A8K0R7,40,GC14P112074,5.84
13668,RAB5IF,RAB5 Interacting Factor,Protein Coding,Q9BUV8,41,GC20P036606,5.84
13669,TRNP1,TMF1 Regulated Nuclear Protein 1,Protein Coding,Q6NT89,37,GC01P026993,5.84
13670,FAM83D,Family With Sequence Similarity 83 Member D,Protein Coding,Q9H4H8,41,GC20P038926,5.84
13671,TMEM71,Transmembrane Protein 71,Protein Coding,Q6P5X7,38,GC08M132685,5.84
13672,ZNF99,Zinc Finger Protein 99,Protein Coding,A8MXY4,37,GC19M079298,5.84
13673,RPRD2,Regulation Of Nuclear Pre-MRNA Domain Containing 2,Protein Coding,Q5VT52,44,GC01P150363,5.84
13674,IRAK2,Interleukin 1 Receptor Associated Kinase 2,Protein Coding,O43187,48,GC03P014625,5.84
13675,MTCP1,Mature T Cell Proliferation 1,Protein Coding,P56278,38,GC0XM155065,5.84
13676,CNOT3,CCR4-NOT Transcription Complex Subunit 3,Protein Coding,O75175,49,GC19P083890,5.84
13677,ZBTB21,Zinc Finger And BTB Domain Containing 21,Protein Coding,Q9ULJ3,44,GC21M041986,5.85
13678,COQ4,Coenzyme Q4,Protein Coding,Q9Y3A0,46,GC09P128322,5.85
13679,CACNA1H,Calcium Voltage-Gated Channel Subunit Alpha1 H,Protein Coding,O95180,56,GC16P001153,5.85
13680,ZNF648,Zinc Finger Protein 648,Protein Coding,Q5T619,38,GC01M184737,5.85
13681,BEX3,Brain Expressed X-Linked 3,Protein Coding,Q00994,40,GC0XP103380,5.85
13682,CAPN10,Calpain 10,Protein Coding,Q9HC96,47,GC02P240586,5.85
13683,CNTN4,Contactin 4,Protein Coding,Q8IWV2,47,GC03P002117,5.85
13684,ATP2C2,ATPase Secretory Pathway Ca2+ Transporting 2,Protein Coding,O75185,48,GC16P084368,5.85
13685,AMHR2,Anti-Mullerian Hormone Receptor Type 2,Protein Coding,Q16671,55,GC12P053423,5.85
13686,ZDHHC1,Zinc Finger DHHC-Type Containing 1,Protein Coding,Q8WTX9,41,GC16M067394,5.85
13687,DUSP21,Dual Specificity Phosphatase 21,Protein Coding,Q9H596,37,GC0XP044844,5.85
13688,EFHD2,EF-Hand Domain Family Member D2,Protein Coding,Q96C19,44,GC01P015409,5.85
13689,GJE1,Gap Junction Protein Epsilon 1,Protein Coding,A6NN92,27,GC06P142133,5.85
13690,NSUN5,NOP2/Sun RNA Methyltransferase 5,Protein Coding,Q96P11,45,GC07M073302,5.85
13691,BUD13,BUD13 Homolog,Protein Coding,Q9BRD0,44,GC11M116749,5.85
13692,GRIFIN,Galectin-Related Inter-Fiber Protein,Protein Coding,A4D1Z8,26,GC07M002474,5.85
13693,METTL21C,"Methyltransferase 21C, AARS1 Lysine",Protein Coding,Q5VZV1,38,GC13M102685,5.85
13694,GALNT12,Polypeptide N-Acetylgalactosaminyltransferase 12,Protein Coding,Q8IXK2,46,GC09P098807,5.85
13695,DGCR2,DiGeorge Syndrome Critical Region Gene 2,Protein Coding,P98153,46,GC22M019597,5.85
13696,KRT13,Keratin 13,Protein Coding,P13646,49,GC17M041500,5.85
13697,HSD17B12,Hydroxysteroid 17-Beta Dehydrogenase 12,Protein Coding,Q53GQ0,46,GC11P043652,5.85
13698,DNAAF10,Dynein Axonemal Assembly Factor 10,Protein Coding,Q96MX6,38,GC02M068127,5.85
13699,TEDDM1,Transmembrane Epididymal Protein 1,Protein Coding,Q5T9Z0,32,GC01M182398,5.85
13700,ANKRD54,Ankyrin Repeat Domain 54,Protein Coding,Q6NXT1,41,GC22M068349,5.86
13701,SCYL3,SCY1 Like Pseudokinase 3,Protein Coding,Q8IZE3,44,GC01M169821,5.86
13702,ASB14,Ankyrin Repeat And SOCS Box Containing 14,Protein Coding,A6NK59,37,GC03M057278,5.86
13703,H2BC10,H2B Clustered Histone 10,Protein Coding,P62807,40,GC06P105144,5.86
13704,DKK2,Dickkopf WNT Signaling Pathway Inhibitor 2,Protein Coding,Q9UBU2,48,GC04M106921,5.86
13705,LCOR,Ligand Dependent Nuclear Receptor Corepressor,Protein Coding,Q96JN0,44,GC10P096832,5.86
13706,GSDMA,Gasdermin A,Protein Coding,Q96QA5,42,GC17P077956,5.86
13707,CNGA3,Cyclic Nucleotide Gated Channel Subunit Alpha 3,Protein Coding,Q16281,49,GC02P098348,5.86
13708,CD6,CD6 Molecule,Protein Coding,P30203,49,GC11P060971,5.86
13709,FCRL5,Fc Receptor Like 5,Protein Coding,Q96RD9,46,GC01M157514,5.86
13710,PLXND1,Plexin D1,Protein Coding,Q9Y4D7,49,GC03M129555,5.86
13711,ADAM11,ADAM Metallopeptidase Domain 11,Protein Coding,O75078,47,GC17P078153,5.86
13712,ASAH2,N-Acylsphingosine Amidohydrolase 2,Protein Coding,Q9NR71,48,GC10M050182,5.86
13713,SNAPC4,Small Nuclear RNA Activating Complex Polypeptide 4,Protein Coding,Q5SXM2,45,GC09M136375,5.86
13714,LTV1,LTV1 Ribosome Biogenesis Factor,Protein Coding,Q96GA3,41,GC06P143843,5.86
13715,SPIB,Spi-B Transcription Factor,Protein Coding,Q01892,45,GC19P050418,5.86
13716,PET100,PET100 Cytochrome C Oxidase Chaperone,Protein Coding,P0DJ07,36,GC19P008070,5.86
13717,TRIM49,Tripartite Motif Containing 49,Protein Coding,P0CI25,33,GC11M109814,5.86
13718,PI4K2A,Phosphatidylinositol 4-Kinase Type 2 Alpha,Protein Coding,Q9BTU6,49,GC10P097640,5.86
13719,CLTB,Clathrin Light Chain B,Protein Coding,P09497,46,GC05M176392,5.86
13720,ZNF404,Zinc Finger Protein 404,Protein Coding,Q494X3,37,GC19M043872,5.86
13721,KCTD1,Potassium Channel Tetramerization Domain Containing 1,Protein Coding,Q719H9,47,GC18M026454,5.86
13722,ANGPTL1,Angiopoietin Like 1,Protein Coding,O95841,45,GC01M178849,5.86
13723,RNF223,Ring Finger Protein 223,Protein Coding,E7ERA6,32,GC01M001070,5.87
13724,LECT2,Leukocyte Cell Derived Chemotaxin 2,Protein Coding,O14960,42,GC05M135922,5.87
13725,ZNF485,Zinc Finger Protein 485,Protein Coding,Q8NCK3,40,GC10P043606,5.87
13726,ZNF547,Zinc Finger Protein 547,Protein Coding,Q8IVP9,33,GC19P084007,5.87
13727,RHBDD2,Rhomboid Domain Containing 2,Protein Coding,Q6NTF9,44,GC07P075842,5.87
13728,DYNLT3,Dynein Light Chain Tctex-Type 3,Protein Coding,P51808,44,GC0XM037836,5.87
